"","AD1","AD2","AD3","AH1","AH2","AH3","CD1","CD2","CD3","CH1","CH2","CH3","LD1","LD2","LD3","LH1","LH2","LH3","VD1","VD2","VD3","VH1","VH2","VH3"
"Coprinopsis.laanii",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coprinopsis.nivea",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
"Coprinopsis.semitalis",3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,55,0,3,0
"Coprinopsis.sp",10,0,4,0,0,5,12,11,0,8,0,3,6,15,3,0,8,3,6,0,5,0,14,0
"Coprinopsis.urticicola",0,0,0,302,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,95,0,332,0,115
"Cordyceps.cateniannulata",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Coriolopsis.gallica",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cortinarius.sp",18,0,92,0,156,28,15,270,0,54,0,47,51,179,226,3,72,59,52,0,714,0,182,0
"Corynespora.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0
"Crocicreas.sp",0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryptococcus.amylolentus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"Cryptococcus.sp",9,0,33,0,141,53,33,154,0,21,0,33,28,47,71,10,15,28,23,0,105,0,16,0
"Cryptomarasmius.exustoides",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,32,0,0,0
"Ctenomyces.serratus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Cunninghamella.echinulata",0,0,0,0,0,1,4,8,0,0,0,3,2,27,0,0,0,6,2,0,0,0,0,0
"Cunninghamella.elegans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Curvularia.buchloes",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curvularia.geniculata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Curvularia.inaequalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0
"Curvularia.pallescens",0,0,0,0,0,10,8,0,0,0,0,3,0,4,0,0,4,0,14,0,0,0,51,0
"Curvularia.spicifera",0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cutaneotrichosporon.curvatum",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0
"Cutaneotrichosporon.cutaneum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"Cutaneotrichosporon.moniliiforme",0,0,3,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,0
"Cyberlindnera.rhodanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
"Cyberlindnera.veronae",0,0,0,0,21,0,0,47,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Cylindrocarpon.sp",1,0,0,0,0,0,0,26,0,0,0,0,0,12,0,3,0,0,4,0,0,0,13,0
"Cyphellophora.sp",0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0
"Cyphellophora.vermispora",0,0,0,0,31,0,0,2,0,0,0,3,1,30,0,0,0,1,2,0,41,0,0,0
"Cystobasidium.slooffiae",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cystofilobasidium.infirmominiatum",1,0,5,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,2,0,44,0,0,0
"Cystofilobasidium.macerans",0,0,31,194,0,37,0,63,0,0,513,17,22,104,44,0,8,11,5,257,0,831,14,140
"Dactylaria.dimorphospora",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Dactylella.oxyspora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dactylella.sp",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dactylonectria.alcacerensis",0,0,0,0,17,1,10,46,0,5,0,4,4,22,30,0,0,7,3,0,108,0,30,0
"Dactylonectria.estremocensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dactylonectria.macrodidyma",0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,64,0,89,0,0
"Dactylonectria.pauciseptata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0
"Debaryomyces.hansenii",1,0,0,0,1,0,1,6,0,0,0,0,2,2,0,4,0,0,0,0,40,0,2,0
"Degelia.plumbea",0,0,0,0,0,0,0,16,0,1,0,2,0,0,17,0,0,0,8,0,0,0,0,0
"Dendryphion.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4,0
"Devriesia.sp",0,0,5,0,40,0,2,64,0,3,0,0,0,14,14,2,2,0,0,0,1,0,11,0
"Diaporthe.columnaris",0,0,0,0,31,36,13,105,0,0,0,9,0,6,0,8,1,15,1,0,0,0,96,0
"Diaporthe.cotoneastri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0
"Diatractium.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0
"Dichotomomyces.sp",0,0,3,0,0,0,5,0,0,0,0,2,0,0,0,0,6,5,2,0,0,0,0,0
"Dichotomopilus.erectus",0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
"Didymella.exigua",0,0,0,338,0,0,0,0,0,0,1055,0,0,0,0,0,0,0,0,648,0,695,0,478
"Didymella.sp",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"Didymosphaeria.sp",0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,2,0
"Dinemasporium.pseudostrigosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"Dioszegia.fristingensis",5,0,0,0,0,0,0,0,84,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dioszegia.hungarica",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dioszegia.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Dioszegia.zsoltii",5,0,7,0,0,0,14,88,0,0,0,5,0,24,0,4,0,10,4,0,6,0,10,73
"Discohainesia.oenotherae",0,0,0,0,12,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"Diversispora.sp",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Drechslera.sp",0,0,0,0,0,0,0,7,0,0,0,1,0,5,36,0,0,0,6,0,0,0,12,0
"Effuseotrichosporon.vanderwaltii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Elsinoe.ampelina",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"Elsinoe.terminaliae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Emmonsia.crescens",0,0,3,0,35,4,6,0,0,0,0,0,6,0,12,1,6,0,0,0,39,0,12,0
"Endosporium.sp",3,0,13,0,2,8,13,41,0,7,0,12,4,23,30,2,0,24,21,0,1,0,3,0
"Entimomentora.hyalina",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0
"Entoloma.perumbilicatum",0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Entoloma.platyphylloides",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Entrophospora.sp",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Epicoccum.nigrum",6,0,22,0,141,5,29,94,0,10,0,40,42,39,22,7,31,4,0,0,161,69,61,0
"Epicoccum.plurivorum",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,4,0
"Erysiphe.betae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"Erysiphe.quercicola",3,0,63,0,126,28,9,42,0,12,0,17,26,31,69,6,10,24,22,0,30,0,28,0
"Eucasphaeria.capensis",0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eucasphaeria.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0
"Exophiala.brunnea",9575,0,0,0,3,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,9,0
"Exophiala.capensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Exophiala.equina",1,0,16,0,25,3,14,105,0,11,0,5,2,6,20,5,25,14,4,73,42,55,56,0
"Exophiala.exophialae",0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,14,0
"Exophiala.opportunistica",0,0,4,0,12,16,0,44,0,2,0,0,0,3,0,5,0,20,0,0,28,0,14,0
"Exophiala.pisciphila",3,0,10,0,0,2,4,19,0,2,0,7,11,0,24,0,4,0,11,0,8,0,37,0
"Exophiala.salmonis",0,0,0,0,14,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0
"Exophiala.sp",1,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,21,63,7,0
"Exophiala.xenobiotica",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Faurelina.indica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"Fibulobasidium.inconspicuum",0,0,0,0,0,0,0,0,0,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Filobasidium.chernovii",2,0,17,0,10,6,16494,23,0,9,0,3,0,7,16,3,6,3,26,0,15,0,10,0
"Filobasidium.floriforme",5,0,13,0,0,28,14,32,0,4,0,2,0,23,23,0,4,12,2,0,28,0,61,0
"Filobasidium.magnum",0,0,0,0,0,8,11,26,0,10,0,0,1,7,24,5,0,5,5,0,43,0,41,0
"Filobasidium.oeirense",0,0,0,0,41,3,0,12,0,0,0,4,8,3,0,1,0,0,5,0,0,0,0,0
"Filobasidium.wieringae",1,0,1,0,0,0,13355,9,0,11,0,1,0,4,39,1,3,3,25,0,22,0,0,0
"Fomitiporia.mediterranea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"Friedmanniomyces.sp",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Funneliformis.mosseae",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Furcasterigmium.furcatum",0,0,0,0,27,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0
"Fusariella.sp",0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,119,0,0
"Fusarium.acuminatum",0,0,6,0,26,8,18,77,0,0,0,11,13,22,0,15,6,3,16,0,58,0,83,0
"Fusarium.beomiforme",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Fusarium.delphinoides",0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Fusarium.equiseti",7,0,24,381,118,29,50,256,0,19,445,34,20,84,119,6,21,31,40,632,156,1401,240,263
"Fusarium.incarnatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,2,0,1,0
"Fusarium.longipes",1,0,1,0,9,3,5,1,0,0,0,0,17,18,23,1,6,9,2,0,27,0,21,0
"Fusarium.oxysporum",0,0,0,115,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,473,0,337,0,0
"Fusarium.proliferatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334
"Fusarium.pseudensiforme",0,0,0,120,0,15,2,29,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0
"Fusarium.solani",0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fusarium.sp",0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,10,0,0,0,0,10,0
"Fusarium.tricinctum",0,0,0,254,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,257,0,1226,0,229
"Fusarium.virguliforme",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Fusicolla.septimanifiniscientiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0
"Fusidium.griseum",0,0,0,0,0,0,2,0,0,0,0,0,6,16,0,0,0,0,0,0,28,0,0,0
"Gaeumannomyces.wongoonoo",0,0,0,0,14,6,0,0,0,3,0,7,4,0,0,6,6,0,3,0,15,0,1,0
"Gamsomyces.longisporus",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Ganoderma.applanatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
"Ganoderma.resinaceum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
"Geastrum.floriforme",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geminibasidium.sp",0,126,3,0,0,0,0,0,0,0,0,7,0,0,0,7,0,12,12,0,0,0,21,0
"Geomyces.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,1,57
"Geopyxis.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Geotrichum.candidum",0,0,1,0,0,0,3,5,0,127,0,4,0,2,15,0,0,0,1,0,0,0,0,0
"Geotrichum.klebahnii",0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Geotrichum.sp",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gibellulopsis.nigrescens",7,0,41,0,296,57,110,661,0,50,0,65,49,48,183,11,48,66,60,0,512,0,422,0
"Gibellulopsis.serrae",0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,237,0,226,0,164
"Glarea.lozoyensis",0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0
"Glarea.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"Glomus.sp",0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Gremmenia.infestans",0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,60,0,128,0,0
"Gymnascella.aurantiaca",0,0,0,0,0,0,0,14,0,0,78,0,0,0,0,0,0,0,0,0,0,0,12,0
"Gymnoascus.reesii",0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0
"Gymnostellatospora.alpina",0,0,9,0,28,9,23,80,0,6,0,6,6,60,26,6,0,24,21,0,47,0,59,0
"Gyoerffyella.sp",0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0
"Gyrothrix.circinata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Haematonectria.haematococca",0,0,15,0,20,5,11,32,0,5,0,6,6,58,62,0,13,6,23,0,83,0,38,0
"Hannaella.luteola",0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hannaella.oryzae",0,0,5,0,0,2,0,43,0,0,0,0,0,0,0,0,6,0,0,0,0,51,0,0
"Hannaella.sinensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Hannaella.sp",0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hanseniaspora.valbyensis",0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,0
"Harzia.acremonioides",0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,5,0,0,3,0,0,0,6,0
"Helgardia.sp",0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"Helicoma.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Helminthosporium.solani",0,0,4,0,0,6,0,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,8,0
"Helvella.lacunosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"Heteroconium.sp",0,0,5,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,57,10,0
"Hirsutella.aphidis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"Hirsutella.minnesotensis",0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Hispidoconidioma.sp",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0
"Hohenbuehelia.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"Holtermannia.corniformis",0,0,10,0,0,7,0,4,0,2,0,0,0,14,0,0,0,0,0,0,10,0,0,0
"Holtermanniella.takashimae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0
"Hormonema.sp",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Humicola.nigrescens",3,0,3,67,34,7,3,22,0,5,126,6,0,13,40,1,7,0,8,160,46,154,22,71
"Humicola.olivacea",0,0,0,104,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,103,0,92,0,175
"Humicola.sp",0,0,0,53,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,90,0,0,6,0
"Hyalorbilia.oviparasitica",0,0,2,0,0,0,3,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"Hyaloscypha.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Hydnocystis.piligera",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Hydropisphaera.erubescens",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"Hymenogaster.huthii",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0
"Hymenoscyphus.sp",0,0,5,0,0,0,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,56,11,0
"Hyphodontia.palmae",0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,2,0,34,0,0,0
"Hypholoma.fasciculare",0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"Hypomyces.sp",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Idriella.rara",2,0,7,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,42,0,23,0
"Ilyonectria.robusta",0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Inocybe.sp",2,0,0,0,0,4,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Inosperma.rhodiolum",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Itersonilia.pannonica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Itersonilia.perplexans",0,0,8,0,0,0,2,82,0,5,0,3,0,0,38,0,1,11,3,0,28,0,23,0
"Keissleriella.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,60
"Kendrickiella.phycomyces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"Kernia.pachypleura",0,0,0,0,0,1,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0
"Kluyveromyces.marxianus",0,0,0,0,15,1,1,30,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0
"Knufia.petricola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Kregervanrija.fluxuum",0,0,2,0,0,0,3,0,0,0,0,0,0,6,10,1,0,0,2,0,0,0,0,0
"Kregervanrija.pseudodelftensis",0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Kuraishia.sp",0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"Laccaria.sp",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnum.virgineum",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laetisaria.arvalis",0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,0
"Lasiobolus.papillatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
"Lasionectriopsis.spinosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"Lecanicillium.dimorphum",1,0,0,0,0,0,0,0,0,0,0,0,1666,0,1,0,0,0,0,0,0,0,0,0
"Lecanicillium.psalliotae",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Lecanicillium.saksenae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,11,0
"Lecanora.rugosella",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lecanora.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lecidella.elaeochroma",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lectera.colletotrichoides",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"Lecythophora.sp",0,0,10,0,10,9,0,26,0,3,63,2,0,3,0,0,0,0,0,129,0,0,10,0
"Lentinus.squarrosulus",0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Leohumicola.minima",0,0,5,0,0,0,7,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
"Lepista.saeva",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Leptosphaeria.contecta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"Leptosphaeria.maculans",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"Leptosphaeria.microscopica",3,0,0,0,0,0,0,47,0,1,0,0,5,6,0,0,9,7,2,0,0,0,26,0
"Leptosphaeria.sp",0,0,0,0,21,1,0,7,0,0,0,11,0,5,9,0,0,0,0,0,34,0,8,0
"Leptosphaerulina.australis",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptosphaerulina.trifolii",0,0,10,0,0,0,15,16,0,4,0,9,0,10,0,1,0,0,0,0,0,0,0,0
"Leptospora.rubella",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,25,0,13,0
"Letendraea.sp",0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0
"Leucoagaricus.barssii",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leucoagaricus.leucothites",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Leucocoprinus.cretaceus",3,0,0,0,12,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"Leucocoprinus.straminellus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"Leucopaxillus.gentianeus",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leucosporidium.drummii",0,240,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leucosporidium.yakuticum",0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0
"Lindtneria.sp",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lipomyces.chichibuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Lipomyces.lipofer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,0
"Lipomyces.tetrasporus",0,0,5,0,0,0,6,0,0,4,0,0,0,14,0,0,9,0,5,0,0,0,0,0
"Lithophila.guttulata",0,0,0,21401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lodderomyces.elongisporus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Lomentospora.prolificans",0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,53,0,11,0
"Lophiostoma.sp",3,0,3,0,14,2,0,52,0,5,0,8,29,94,75,4,11,23,5,0,54,0,22,0
"Lophiotrema.rubi",0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lophotrichus.fimeti",7,0,8,0,86,11,27,77,0,13,0,4,14,35,51,4,5,9,28,0,113,0,80,0
"Luellia.cystidiata",0,0,0,0,18,6,0,190,0,1,0,5,6,20,0,0,9,7,6,0,0,0,26,0
"Luellia.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0
"Lyomyces.sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"Macrocystidia.cucumis",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Macrophomina.phaseolina",0,0,0,0,0,0,0,21,0,2,0,0,0,13,12,2,0,3,3,0,9,0,6,0
"Madurella.sp",2,0,6,0,39,9,14,252,0,0,180,42,46,157,70,0,10,17,8,0,0,0,9,63
"Magnaporthiopsis.maydis",0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,1,0,0,0,0,0,0
"Magnaporthiopsis.panicorum",5,0,2,0,14,16,0,0,0,2,0,19,15,43,40,0,0,7,0,0,0,0,0,0
"Malassezia.globosa",0,0,0,0,0,5,0,0,0,30,0,0,0,4464,0,0,0,1,0,0,0,0,5,0
